timestamp,gpu_usage_percent,vram_used_mib,temp_celsius,power_watts
2025-09-03 19:46:41,0,131503,60,420.04
2025-09-03 19:46:42,0,131503,58,139.06
2025-09-03 19:46:43,0,131503,57,138.38
2025-09-03 19:46:44,0,131503,56,137.42
2025-09-03 19:46:46,0,131503,55,136.48
2025-09-03 19:46:47,0,131503,54,135.67
2025-09-03 19:46:48,0,131503,53,135.11
2025-09-03 19:46:49,0,131503,53,134.45
2025-09-03 19:46:50,0,131503,52,133.25
2025-09-03 19:46:51,87,131503,56,303.59
2025-09-03 19:46:52,87,131503,56,350.29
2025-09-03 19:46:54,87,131503,56,351.42
2025-09-03 19:46:55,85,131503,56,350.44
2025-09-03 19:46:56,84,131503,55,349.73
2025-09-03 19:46:57,87,131503,55,349.00
2025-09-03 19:46:58,84,131503,55,350.68
2025-09-03 19:46:59,87,131503,55,352.13
2025-09-03 19:47:00,86,131503,55,350.56
2025-09-03 19:47:02,87,131503,55,353.02
2025-09-03 19:47:03,87,131503,55,351.88
2025-09-03 19:47:04,87,131503,55,352.99
2025-09-03 19:47:05,86,131503,55,347.78
2025-09-03 19:47:06,87,131503,55,353.22
2025-09-03 19:47:07,100,131503,62,366.89
2025-09-03 19:47:09,98,131503,65,681.17
2025-09-03 19:47:10,100,131503,66,681.01
2025-09-03 19:47:11,100,131503,66,689.49
2025-09-03 19:47:12,100,131503,68,685.73
2025-09-03 19:47:13,100,131503,68,684.94
2025-09-03 19:47:14,100,131503,68,644.76
2025-09-03 19:47:15,97,131503,69,688.58
2025-09-03 19:47:17,100,131503,69,690.27
2025-09-03 19:47:18,100,131503,70,688.33
2025-09-03 19:47:19,100,131503,70,691.31
2025-09-03 19:47:20,100,131503,68,627.88
2025-09-03 19:47:21,100,131503,70,681.12
2025-09-03 19:47:22,97,131503,71,688.72
2025-09-03 19:47:23,100,131503,71,696.61
2025-09-03 19:47:25,100,131503,72,689.84
2025-09-03 19:47:26,100,131503,70,593.93
2025-09-03 19:47:27,98,131503,71,654.46
2025-09-03 19:47:28,100,131503,71,683.11
2025-09-03 19:47:29,100,131503,72,689.26
2025-09-03 19:47:30,100,131503,72,689.97
2025-09-03 19:47:31,100,131503,73,693.63
2025-09-03 19:47:33,65,131503,69,651.90
2025-09-03 19:47:34,95,131503,69,694.47
2025-09-03 19:47:35,95,131503,70,692.20
2025-09-03 19:47:36,96,131503,70,691.76
2025-09-03 19:47:37,95,131503,70,691.57
2025-09-03 19:47:38,96,131503,70,691.98
2025-09-03 19:47:40,95,131503,70,691.21
2025-09-03 19:47:41,95,131503,70,694.27
2025-09-03 19:47:42,95,131503,70,693.13
2025-09-03 19:47:43,96,131503,70,693.16
2025-09-03 19:47:44,96,131503,71,690.89
2025-09-03 19:47:45,95,131503,71,695.40
2025-09-03 19:47:47,94,131503,71,687.47
2025-09-03 19:47:48,96,131503,71,691.28
2025-09-03 19:47:49,96,131503,71,688.90
2025-09-03 19:47:50,96,131503,72,688.81
2025-09-03 19:47:51,96,131503,72,692.74
2025-09-03 19:47:52,96,131503,72,690.68
2025-09-03 19:47:54,96,131503,72,691.53
2025-09-03 19:47:55,94,131503,72,690.67
2025-09-03 19:47:56,96,131503,72,692.61
2025-09-03 19:47:57,95,131503,72,689.64
2025-09-03 19:47:58,96,131503,72,689.57
2025-09-03 19:47:59,96,131503,72,688.75
2025-09-03 19:48:01,95,131503,72,690.07
2025-09-03 19:48:02,95,131503,72,692.74
2025-09-03 19:48:03,95,131503,72,685.19
2025-09-03 19:48:04,95,131503,72,692.35
2025-09-03 19:48:05,96,131503,72,692.78
2025-09-03 19:48:06,94,131503,71,694.84
2025-09-03 19:48:08,95,131503,72,689.21
2025-09-03 19:48:09,95,131503,72,690.23
2025-09-03 19:48:10,94,131503,72,691.99
2025-09-03 19:48:11,95,131503,71,693.96
2025-09-03 19:48:12,96,131503,72,691.91
2025-09-03 19:48:13,95,131503,71,690.78
2025-09-03 19:48:15,96,131503,72,694.99
2025-09-03 19:48:16,95,131503,71,692.36
2025-09-03 19:48:17,95,131503,71,691.33
2025-09-03 19:48:18,96,131503,71,689.24
2025-09-03 19:48:19,94,131503,71,689.57
2025-09-03 19:48:20,97,131503,69,622.93
