timestamp,gpu_usage_percent,vram_used_mib,temp_celsius,power_watts
2025-09-04 08:18:46,0,139103,44,127.06
2025-09-04 08:18:48,0,139103,44,126.68
2025-09-04 08:18:50,0,139103,44,126.38
2025-09-04 08:18:52,0,139103,43,126.24
2025-09-04 08:18:54,0,139103,43,126.36
2025-09-04 08:18:56,90,139103,48,405.44
2025-09-04 08:18:58,89,139103,49,420.07
2025-09-04 08:19:00,90,139103,50,421.01
2025-09-04 08:19:02,90,139103,50,418.84
2025-09-04 08:19:04,89,139103,51,424.05
2025-09-04 08:19:05,89,139103,51,415.00
2025-09-04 08:19:07,86,139103,52,420.77
2025-09-04 08:19:09,90,139103,53,425.85
2025-09-04 08:19:11,90,139103,53,422.58
2025-09-04 08:19:13,89,139103,54,420.43
2025-09-04 08:19:15,89,139103,54,422.47
2025-09-04 08:19:17,0,139103,49,130.53
2025-09-04 08:19:19,0,139103,49,130.04
2025-09-04 08:19:21,0,139103,48,129.79
2025-09-04 08:19:23,0,139103,48,129.57
2025-09-04 08:19:25,0,139103,48,129.58
2025-09-04 08:19:27,0,139103,48,129.50
2025-09-04 08:19:29,0,139103,48,129.42
2025-09-04 08:19:31,0,139103,48,129.34
2025-09-04 08:19:32,0,139103,48,129.19
2025-09-04 08:19:34,100,139103,60,625.15
2025-09-04 08:19:36,94,139103,62,653.28
2025-09-04 08:19:38,100,139103,65,664.80
2025-09-04 08:19:40,100,139103,66,661.30
2025-09-04 08:19:42,100,139103,67,662.65
2025-09-04 08:19:44,91,139103,59,431.14
2025-09-04 08:19:46,88,139103,58,421.68
2025-09-04 08:19:48,89,139103,59,428.98
2025-09-04 08:19:50,86,139103,58,422.88
2025-09-04 08:19:52,89,139103,58,426.40
2025-09-04 08:19:54,90,139103,58,425.29
2025-09-04 08:19:56,90,139103,59,428.40
2025-09-04 08:19:58,89,139103,59,430.81
2025-09-04 08:20:00,89,139103,58,425.87
2025-09-04 08:20:02,88,139103,58,430.03
2025-09-04 08:20:04,0,139103,54,341.25
2025-09-04 08:20:06,0,139103,52,132.60
2025-09-04 08:20:08,0,139103,50,131.60
2025-09-04 08:20:09,0,139103,50,130.91
